A1,A
ANHAEN1,anhaen
ANHALEN1,anhalen
ANHANG1,Anhang
ANHANKEN1,anhänken
ANHUELEN1,anhuelen
ANIICHTER1,aniichter
ANIMATEUR1,Animateur
ANIMATIOUN1,Animatioun
ANIMATRICE1,Animatrice
ANIMEIEREN1,animéieren
ANIMOSITEIT1,Animositéit
ANKER1,Anker
ANLAG1,Anlag
ANNAIPEN1,annäipen
ANNALEN1,Annalen
ANNEKTEIEREN1,annektéieren
ANNEREN1,änneren
ANNERHALLEF1,annerhallef
ANNERUNG1,Ännerung
ANNEX1,Annex
ANNEXE1,Annexe
ANNEXEIEREN1,annexéieren
ANNEXIOUN1,Annexioun
ANNIVERSAIRE1,Anniversaire
ANNO1,anno
ANNONCE1,Annonce
ANNONCEIEREN1,annoncéieren
ANNOTATIOUN1,Annotatioun
ANNULATIOUN1,Annulatioun
ANNULEIEREN1,annuléieren
ANNULEIERUNG1,Annuléierung
ANOMALIE1,Anomalie
ANONYM1,anonym
ANONYMITEIT1,Anonymitéit
ANOOTMEN1,anootmen
ANORAK1,Anorak
ANOREXIE1,Anorexie
ANORMAL1,anormal
ANRUFBEANTWORTER1,Anrufbeantworter
ANSCHAULECH1,anschaulech
ANSCHEINEND1,anscheinend
ANSCHLUSS1,Anschluss
ANSEBUERG1,Ansebuerg
ANSTALT1,Anstalt
ANSTAND1,Anstand
ANSTANNEG1,anstänneg
ANTENN1,Antenn
ANTENNE1,Antenne
ANTENNEBESCH1,Antennebësch
ANTENNEBESCH2,Antennëbësch
ANTENNEKABEL1,Antennekabel
ANTENNEKABEL2,Antennëkabel
ANTIBABYPELL1,Antibabypëll
ANTIBIOTIQUE1,Antibiotique
ANTIGEL1,Antigel
ANTIGUAABARBUDA1,Antigua_a_Barbuda
ANTIGUANER1,Antiguaner
ANTIGUANERIN1,Antiguanerin
ANTIGUANESCH1,antiguanesch
ANTIHISTAMINIQUE1,Antihistaminique
ANTIK1,antik
ANTIKIERPER1,Antikierper
ANTIMON1,Antimon
ANTIPATHIE1,Antipathie
ANTIPPEN1,antippen
ANTIQUAIRE1,Antiquaire
ANTIQUAIRE2,Antiquaire
ANTIQUAIRIN1,Antiquairin
ANTIQUARESCH1,antiquaresch
ANTIQUITEIT1,Antiquitéit
ANTISEMIT1,Antisemit
ANTISEMITESCH1,antisemitesch
ANTISEMITIN1,Antisemitin
ANTISEMITISMUS1,Antisemitismus
ANTIVOL1,Antivol
ANTOMPEN1,antompen
ANTONIUSHAFF1,Antoniushaff
ANTREFFEN1,antreffen
ANTREPPELEN1,antrëppelen
ANTRIEDEN2,antrieden
ANTRIICHTEREN1,antriichteren
ANTROTEREN1,antroteren
ANTWEREN1,äntweren
ANTWERT1,Äntwert
ANUNG1,Anung
ANUS1,Anus
ANZEECHNEN1,anzeechnen
ANZEIEN2,anzéien
ANZEMENTEIEREN1,anzementéieren
ANZWOUSCH1,anzwousch
ANZWOUSCHHIN1,anzwouschhin
ANZWUERSCH1,anzwuersch
APAART1,apaart
APAART2,apaart
APAARTI1,apaarti
APAKEN1,apaken
APARKEN1,aparken
APASSEN1,apassen
APATHESCH1,apathesch
APDIKT1,Apdikt
APDIKTER1,Apdikter
APDIKTESCH1,Apdiktesch
APECHEN1,apechen
APEL1,Apel
APELBATZ1,Apelbatz
APENDELEN1,apendelen
APENNEN1,apennen
APERHOER1,Aperhoer
APERITIF1,Aperitif
APHASIE1,Aphasie
APHRODISIAQUE1,Aphrodisiaque
APHT1,Apht
APLANGEN1,aplangen
APLAZ1,aplaz
APLAZ2,aplaz
APLENNEREN1,aplënneren
APNEE1,Apnée
APNOE1,Apnoe
APOSTEL1,Apostel
APOSTELGESCHICHT1,Apostelgeschicht
APOSTOLESCH1,apostolesch
APOSTOULESCH1,apostoulesch
APOSTROPH1,Apostroph
APP1,App
APPARAT1,Apparat
APPARATUR1,Apparatur
APPARTEMENT1,Appartement
APPARTEMENTSHAUS1,Appartementshaus
APPELBAM1,Äppelbam
APPELBEEMCHEN1,Äppelbeemchen
APPELCHEN1,Äppelchen
APPELDREPP1,Äppeldrëpp
APPELJUS1,Äppeljus
APPELKOMPOTT1,Äppelkompott
APPELL1,Appell
APPELLEIEREN1,appelléieren
APPELMOUS1,Äppelmous
APPELTAART1,Äppeltaart
APPELTAERTCHEN1,Äppeltäertchen
APPELTASCH1,Äppeltäsch
APPELTER1,Äppelter
APPELVIZ1,Äppelviz
APPETIT1,Appetit
APPETITLECH1,appetitlech
APPETITTERLECH1,appetitterlech
APPLAUDEIEREN1,applaudéieren
APPLAUS1,Applaus
APPLIKATIOUN1,Applikatioun
APPLIZEIEREN1,applizéieren
APPRECIATIOUN1,Appreciatioun
APPRECIEIEREN1,appreciéieren
APPRENANT1,Apprenant
APPRENANTE1,Apprenante
APPROCHE1,Approche
APPROUVEIEREN1,approuvéieren
APPROVISIONEIEREN1,approvisionéieren
APPROXIMATIV1,approximativ
APPUI1,Appui
APRAGEN1,aprägen
APRIKOS1,Aprikos
APRIKOSEBAM1,Aprikosebam
APRIKOSEGEBEESS1,Aprikosegebeess
APRIKOSEJUS1,Aprikosejus
APRIKOSENDREPP1,Aprikosendrëpp
APROGRAMMEIEREN1,aprogramméieren
APROUWEN1,aprouwen
APUNCTO1,a_puncto
AQUAPLANING1,Aquaplaning
AQUARELL1,Aquarell
AQUARIUM1,Aquarium
AQUARTEIEREN1,aquartéieren
AQUATOR1,Äquator
AQUATORIALGUINEA1,Äquatorialguinea
AQUATORIALGUINEER1,Äquatorialguineër
AQUATORIALGUINEERIN1,Äquatorialguineërin
AQUATORIALGUINEESCH1,äquatorialguineësch
AR1,Ar
AR2,är
AR3,Är
ARA1,Ära
ARAISSEN1,aräissen
ARAUMEN1,araumen
ARBITREIEREN1,arbitréieren
ARBITTER1,Arbitter
ARBITTERIN1,Arbitterin
ARBITTESCH1,Arbittesch
ARCADE1,Arcade
ARCHAESCH1,archaesch
ARCHEOLOG1,Archeolog
ARCHEOLOGESCH1,archeologesch
ARCHEOLOGIE1,Archeologie
ARCHEOLOGIN1,Archeologin
ARCHITEKT1,Architekt
ARCHITEKTIN1,Architektin
ARCHITEKTONESCH1,architektonesch
ARCHITEKTUR1,Architektur
ARCHITEKTURCONCOURS1,Architekturconcours
ARCHIV1,Archiv
ARCHIVEIEREN1,archivéieren
ARCHIVIST1,Archivist
ARCHIVISTIN1,Archivistin
AREAL1,Areal
ARECHNEN1,arechnen
ARECKELEN1,aréckelen
AREECHEN1,areechen
AREES1,Arees
AREESEN1,areesen
AREIEN2,areien
AREIWEN1,areiwen
AREL1,Arel
AREM1,arem
AREM2,ärem
AREM3,Ärem
AREMSEILEG1,aremséileg
AREMSEILEGKEET1,Aremséilegkeet
AREN1,ären
AREN2,Ären
ARENA1,Arena
ARENKEN1,arenken
ARENNEN1,arennen
ARENZ1,Ärenz
ARENZEN1,Ärenzen
ARER1,ärer
ARER2,Ärer
ARER3,ärer
ARER4,Ärer
ARERSAITS1,ärersäits
ARERSAITS2,Ärersäits
ARETZEN1,arëtzen
ARGENTINESCH1,argentinesch
ARGENTINIEN1,Argentinien
ARGENTINIER1,Argentinier
ARGENTINIERIN1,Argentinierin
ARGON1,Argon
ARGUMENT1,Argument
ARGUMENTATIOUN1,Argumentatioun
ARGUMENTEIEREN1,argumentéieren
ARIEDEN1,arieden
ARIICHTEN1,ariichten
ARIICHTUNG1,Ariichtung
ARISTOKRAT1,Aristokrat
ARISTOKRATESCH1,aristokratesch
ARISTOKRATIE1,Aristokratie
ARISTOKRATIN1,Aristokratin
ARITHMETESCH1,arithmetesch
ARITHMETIK1,Arithmetik
ARITZEN1,aritzen
ARKAD1,Arkad
ARKTESCHENDAUCHER1,Arkteschen_Daucher
ARKTESCHENZEISEL1,Arkteschen_Zeisel
ARKTESCHSEISCHMUEBEL1,Arktesch_Séischmuebel
ARKTESCHSEISCHMUEWEL1,Arktesch_Séischmuewel
ARMEI1,Arméi
ARMENESCH1,armenesch
ARMENIEN1,Armenien
ARMENIER1,Armenier
ARMENIERIN1,Armenierin
ARODEIEREN1,arodéieren
AROMA1,Aroma
AROMATESCH1,aromatesch
ARRANGEIEREN1,arrangéieren
ARRANGEMENT1,Arrangement
ARRET1,Arrêt
ARRETE1,Arrêté
ARRHYTHMIE1,Arrhythmie
ARRIVEE1,Arrivée
ARROGANT1,arrogant
ARROGANZ1,Arroganz
ARSEN1,Arsen
ARSENAL1,Arsenal
ARTERIE1,Arterie
ARTERIEVERKALKUNG1,Arterieverkalkung
ARTHRITE1,Arthrite
ARTHROS1,Arthros
ARTHROSE1,Arthrose
ARTICHAUT1,Artichaut
ARTIKEL1,Artikel
ARTIKULEIEREN1,artikuléieren
ARTILLERIE1,Artillerie
ARTIST1,Artist
ARTISTESCH1,artistesch
ARTISTIN1,Artistin
ARUMMEN1,arummen
ASACKELEN1,asäckelen
ASAMMELEN1,asammelen
ASANGEN1,asangen
ASAZ1,Asaz
ASAZBEREET1,asazbereet
ASAZFAEG1,asazfäeg
ASAZFAHEG1,asazfäheg
ASBEST1,Asbest
ASBESTPLACK1,Asbestplack
ASCHAFFEN1,aschaffen
ASCHALTEN1,aschalten
ASCHAREN1,aschären
ASCHATZEN1,aschätzen
ASCHATZUNG1,Aschätzung
ASCHEBECHER1,Äschebecher
ASCHECKEN1,aschécken
ASCHEISSEN1,aschéissen
ASCHEKRAIZ1,Äschekräiz
ASCHEN1,Äschen
ASCHENTELLER1,Äschenteller
ASCHERMETTWOCH1,Äschermëttwoch
ASCHLAG1,Aschlag
ASCHLAICHEN1,aschläichen
ASCHLEIFEREN1,aschléiferen
ASCHLEISEN1,aschleisen
ASCHLEISSEN1,aschléissen
ASCHLOEN1,aschloen
ASCHLOFEN1,aschlofen
ASCHMELZEN1,aschmëlzen
ASCHMIEREN1,aschmieren
ASCHNETT1,Aschnëtt
ASCHRANKEN1,aschränken
ASCHRANKUNG1,Aschränkung
ASCHRAUWEN1,aschrauwen
ASCHREIWEN1,aschreiwen
ASCHREIWUNG1,Aschreiwung
ASCHTCHEN1,Äschtchen
ASCHUCHTEREN1,aschüchteren
ASEEFEN1,aseefen
ASERBAIDJAN1,Aserbaidjan
ASERBAIDJANER1,Aserbaidjaner
ASERBAIDJANERIN1,Aserbaidjanerin
ASERBAIDJANESCH1,aserbaidjanesch
ASETZEN1,asetzen
ASETZEN2,asëtzen
ASIAT1,Asiat
ASIATESCH1,asiatesch
ASIATIN1,Asiatin
ASICKEREN1,asickeren
ASIEN1,Asien
ASIICHT1,Asiicht
ASKEES1,Askees
ASOLPEREN1,asolperen
ASOZIAL1,asozial
ASPANEN1,aspanen
ASPAREN1,aspären
ASPEGIC1,Aspegic
ASPEKT1,Aspekt
ASPERGER1,Asperger
ASPERGERSYNDROM1,Asperger-Syndrom
ASPHALT1,Asphalt
ASPIRIN1,Aspirin
ASPRANGEN1,asprangen
ASPRETZEN1,asprëtzen
ASPRETZUNG1,Asprëtzung
ASPRO1,Aspro
ASS1,Ass
ASS2,Äss
ASSEL1,Assel
ASSIMILEIEREN1,assimiléieren
ASSISTEIEREN1,assistéieren
ASSISTENT1,Assistent
ASSISTENTIN1,Assistentin
ASSOCIATIOUN1,Associatioun
ASSOCIE1,Associé
ASSOCIEE1,Associée
ASSOCIEIEREN1,associéieren
ASSORTIMENT1,Assortiment
ASSURANCE1,Assurance
ASSURE1,Assuré
ASSUREE1,Assurée
ASSUREIEREN1,assuréieren
ASTAND1,astand
ASTANZEN1,astanzen
ASTAT1,Astat
ASTELLEN1,astellen
ASTELLUNG1,Astellung
ASTEMMEN1,astëmmen
ASTEROID1,Asteroid
ASTHET1,Ästhet
ASTHETESCH1,ästhetesch
ASTHETIK1,Ästhetik
ASTHMA1,Asthma
ASTHMAKRIS1,Asthmakris
ASTIECHEN1,astiechen
ASTOEN1,astoen
ASTOUSSEN1,astoussen
ASTROLOG1,Astrolog
ASTROLOGESCH1,astrologesch
ASTROLOGIE1,Astrologie
ASTROLOGIN1,Astrologin
ASTRONAUT1,Astronaut
ASTRONAUTIN1,Astronautin
ASTRONOM1,Astronom
ASTRONOMESCH1,astronomesch
ASTRONOMIE1,Astronomie
ASTRONOMIN1,Astronomin
ASTUDEIEREN1,astudéieren
ASTUFEN1,astufen
ASYL1,Asyl
ASYLANT1,Asylant
ASYLANTIN1,Asylantin
ASYMMETRESCH1,asymmetresch
ASYMMETRIE1,Asymmetrie
ATELIER1,Atelier
ATERT1,Atert
ATERT2,Atert
ATHEISMUS1,Atheismus
ATHEIST1,Atheist
ATHEISTESCH1,atheistesch
ATHEISTIN1,Atheistin
ATHIOPESCH1,äthiopesch
ATHIOPIEN1,Äthiopien
ATHIOPIER1,Äthiopier
ATHIOPIERIN1,Äthiopierin
ATHLET1,Athlet
ATHLETESCH1,athletesch
ATHLETIN1,Athletin
ATLANTESCH1,atlantesch
ATLAS1,Atlas
ATMOSPHAR1,Atmosphär
ATOM1,Atom
ATOMBOMM1,Atombomm
ATOMENERGIE1,Atomenergie
ATOMINDUSTRIE1,Atomindustrie
ATOMKRAAFT1,Atomkraaft
ATOMKRAAFTWIERK1,Atomkraaftwierk
ATOMRAKEIT1,Atomrakéit
ATOMREAKTER1,Atomreakter
ATOMWAFF1,Atomwaff
ATOMZENTRAL1,Atomzentral
ATOUT1,Atout
ATTACHE1,Attache
ATTACHE2,Attaché
ATTACHEE1,Attachée
ATTACHEIEREN1,attachéieren
ATTACK1,Attack
ATTACKEIEREN1,attackéieren
ATTENTAT1,Attentat
ATTENTATER1,Attentäter
ATTENTATERIN1,Attentäterin
ATTEST1,Attest
ATTESTATIOUN1,Attestatioun
ATTESTEIEREN1,attestéieren
ATTITUD1,Attitüd
ATTITUDE1,Attitude
ATTRAKTIOUN1,Attraktioun
ATTRAKTIV1,attraktiv
ATTRAKTIVITEIT1,Attraktivitéit
ATTRAPE1,Attrape
ATTRAPP1,Attrapp
ATTRIBUTIOUN1,Attributioun
ATYPESCH1,atypesch
AUBERGINE2,Aubergine
AUDER1,Auder
AUDIENZ1,Audienz
AUDIOVISUELL1,audiovisuell
AUDITIOUN1,Auditioun
AUDITOIRE1,Auditoire
AUER1,Auer
AUERMECHER1,Auermécher
AUERMECHESCH1,Auerméchesch
AUERWIERK1,Auerwierk
AUERZAIT1,Auerzäit
AUFGAB1,Aufgab
AUFSATZ1,Aufsatz
AUGMENTATIOUN1,Augmentatioun
AUGUST1,August
AULA1,Aula
AULEBACKER1,Aulebäcker
AULEBACKERIN1,Aulebäckerin
AULEBACKESCH1,Aulebäckesch
AUS1,aus
AUS2,aus
AUSAARTEN1,ausaarten
AUSBAGGEREN1,ausbaggeren
AUSBAU1,Ausbau
AUSBAUEN1,ausbauen
AUSBAUFAEG1,ausbaufäeg
AUSBAUFAHEG1,ausbaufäheg
AUSBEHALEN1,ausbehalen
AUSBESSEREN1,ausbesseren
AUSBEUTEN1,ausbeuten
AUSBEUTUNG1,Ausbeutung
AUSBEZUELEN1,ausbezuelen
AUSBIISCHTEN1,ausbiischten
AUSBILDEN1,ausbilden
AUSBILDUNG1,Ausbildung
AUSBLECK1,Ausbléck
AUSBLEIWEN1,ausbleiwen
AUSBLOSEN1,ausblosen
AUSBREEDEN1,ausbreeden
AUSBREEDUNG1,Ausbreedung
AUSBRENNEN1,ausbrennen
AUSBRIECHEN2,ausbriechen
AUSBROCH1,Ausbroch
AUSBUDDELEN1,ausbuddelen
AUSDAUER1,Ausdauer
AUSDAUERSPORT1,Ausdauersport
AUSDEELEN1,ausdeelen
AUSDEENEN1,ausdeenen
AUSDEENUNG1,Ausdeenung
AUSDEHNEN1,ausdehnen
AUSDEHNUNG1,Ausdehnung
AUSDENKEN1,ausdenken
AUSDINN1,ausdinn
AUSDISKUTEIEREN1,ausdiskutéieren
AUSDOEN1,ausdoen
AUSDRECHNEN1,ausdréchnen
AUSDRECKEN1,ausdrécken
AUSDRECKLECH1,ausdrécklech
AUSDREIWEN1,ausdreiwen
AUSDRENKEN1,ausdrénken
AUSDROCK1,Ausdrock
AUSDROCKSVOLL1,ausdrocksvoll
AUSDROCKSWEIS1,Ausdrocksweis
AUSDROEN1,ausdroen
AUSENANER1,ausenaner
AUSENANERGOEN1,ausenanergoen
AUSENANERHALEN1,ausenanerhalen
AUSENANERSETZEN1,ausenanersetzen
AUSENANERSETZUNG1,Ausenanersetzung
AUSERHENGERT1,auserhéngert
AUSERNANER1,ausernaner
AUSERNANERGOEN1,ausernanergoen
AUSERNANERHALEN1,ausernanerhalen
AUSERNANERSETZEN1,ausernanersetzen
AUSERNANERSETZUNG1,Ausernanersetzung
AUSERNEEGOEN1,auserneegoen
AUSERNEEN1,auserneen
AUSERNEENHALEN1,auserneenhalen
AUSERNEESETZEN1,auserneesetzen
AUSFAART1,Ausfaart
AUSFAHRT1,Ausfahrt
AUSFALEN1,ausfalen
AUSFALL1,Ausfall
AUSFEIEREN1,ausféieren
AUSFEIEREN2,ausféieren
AUSFEIERLECH1,ausféierlech
AUSFEIERUNG1,Ausféierung
AUSFELLEN1,ausfëllen
AUSFLEIEN1,ausfléien
AUSFLIPPEN1,ausflippen
AUSFLOSS1,Ausfloss
AUSFLUCH1,Ausfluch
AUSFOUEN1,ausfouen
AUSFROEN1,ausfroen
AUSGAB1,Ausgab
AUSGANG1,Ausgang
AUSGANGS1,ausgangs
AUSGANGSPUNKT1,Ausgangspunkt
AUSGANGSSPAR1,Ausgangsspär
AUSGANK1,Ausgank
AUSGANKS1,ausganks
AUSGANKSPUNKT1,Ausgankspunkt
AUSGEBUCHT1,ausgebucht
AUSGEFALEN1,ausgefalen
AUSGEGLACH1,ausgeglach
AUSGELEIERT1,ausgeleiert
AUSGELIWWERT1,ausgeliwwert
AUSGELOOSSEN1,ausgeloossen
AUSGERAIFT1,ausgeräift
AUSGERECHENT1,ausgerechent
AUSGERIICHT1,ausgeriicht
AUSGESINN1,ausgesinn
AUSGESINN2,Ausgesinn
AUSGEWUESS1,ausgewuess
AUSGEZEECHENT1,ausgezeechent
AUSGIBEG1,ausgibeg
AUSGINN1,ausginn
AUSGLAICH1,Ausgläich
AUSGLAICHEN1,ausgläichen
AUSGOEN1,ausgoen
AUSGRENZEN1,ausgrenzen
AUSGRUEWEN1,ausgruewen
AUSGRUEWUNGEN1,Ausgruewungen
AUSHALEN1,aushalen
AUSHANDELEN1,aushandelen
AUSHANKEN1,aushänken
AUSHEELEN1,ausheelen
AUSHELLEF1,Aushëllef
AUSHELLEFEN1,aushëllefen
AUSHIELEGEN1,aushielegen
AUSHIEWEN1,aushiewen
AUSHILLEGEN1,aushillegen
AUSHUELEN1,aushuelen
AUSHUNN1,aushunn
AUSKENNEN1,auskennen
AUSKLAMEREN1,ausklameren
AUSKLAMMEREN1,ausklammeren
AUSKLAPPEN1,ausklappen
AUSKNIPSEN1,ausknipsen
AUSKOMMEN1,auskommen
AUSKRAISCHEN1,auskräischen
AUSKRAMPEN1,auskrämpen
AUSKRAZEN1,auskrazen
AUSKUCKEN1,auskucken
AUSKUREIEREN1,auskuréieren
AUSLAACHEN1,auslaachen
AUSLAASCHTEN1,auslaaschten
AUSLAASCHTUNG1,Auslaaschtung
AUSLAATSCHEN1,auslaatschen
AUSLAF1,Auslaf
AUSLAFEN1,auslafen
AUSLAFFELEN1,ausläffelen
AUSLAND1,Ausland
AUSLANNER1,Auslänner
AUSLANNERIN1,Auslännerin
AUSLANNESCH1,auslännesch
AUSLEEEN1,ausleeën
AUSLEEFER1,Ausleefer
AUSLEINEN1,ausléinen
AUSLEISEN1,ausléisen
AUSLEISER1,Ausléiser
AUSLIEWEN1,ausliewen
AUSLIWWEREN1,ausliwweren
AUSLOOSSEN1,ausloossen
AUSLOUSEN1,auslousen
AUSLUEDEN1,auslueden
AUSMAACHEN1,ausmaachen
AUSMESCHTEN1,ausmëschten
AUSMIESSEN1,ausmiessen
AUSMOLEN1,ausmolen
AUSMOOSS1,Ausmooss
AUSMOOSSEN1,ausmoossen
AUSNAHM1,Ausnahm
AUSNAHMSWEIS1,ausnahmsweis
AUSNAM1,Ausnam
AUSNAMSWEIS1,ausnamsweis
AUSNOTZEN1,ausnotzen
AUSOOTMEN1,ausootmen
AUSPAIFEN1,auspäifen
AUSPAKEN1,auspaken
AUSPOLSTEREN1,auspolsteren
AUSPOMPELEN1,auspompelen
AUSPOSAUNEN1,ausposaunen
AUSPRESSEN1,auspressen
AUSPROBEIEREN1,ausprobéieren
AUSPUFF1,Auspuff
AUSQUETSCHEN1,ausquëtschen
AUSQUETSCHEN2,ausquetschen
AUSRADEIEREN1,ausradéieren
AUSRAIBEREN1,ausraiberen
AUSRANGEIEREN1,ausrangéieren
AUSRAPPEN1,ausrappen
AUSRAUMEN1,ausraumen
AUSRECHNEN1,ausrechnen
AUSREESEN1,ausreesen
AUSRENKEN1,ausrenken
AUSRESELEN1,ausrëselen
AUSRESSER1,Ausrësser
AUSRESSERIN1,Ausrësserin
AUSRETSCHEN1,ausrëtschen
AUSRIED1,Ausried
AUSRIEDEN1,ausrieden
AUSRIFFER1,Ausriffer
AUSRIFFERIN1,Ausrifferin
AUSRIICHTEN1,ausriichten
AUSROUEN1,ausrouen
AUSRUFFEN1,ausruffen
AUSRUFFZEECHEN1,Ausruffzeechen
AUSRUSTEN1,ausrüsten
AUSRUSTUNG1,Ausrüstung
AUSRUTSCHEN1,ausrutschen
AUSRUTSCHER1,Ausrutscher
AUSSCHABEN1,ausschaben
AUSSCHABUNG1,Ausschabung
AUSSCHAFFEN1,ausschaffen
AUSSCHALTEN1,ausschalten
AUSSCHEDDEN1,ausschëdden
AUSSCHEEDEN1,ausscheeden
AUSSCHEISSEN1,ausschéissen
AUSSCHLAG1,Ausschlag
AUSSCHLAGGEBEND1,ausschlaggebend
AUSSCHLEISSEN1,ausschléissen
AUSSCHLIISSLECH1,ausschliisslech
AUSSCHLOEN1,ausschloen
AUSSCHLOFEN1,ausschlofen
AUSSCHNEIDEN1,ausschneiden
AUSSCHNETT1,Ausschnëtt
AUSSCHREIDUNG1,Ausschreidung
AUSSCHREIWEN1,ausschreiwen
AUSSCHREIWUNG1,Ausschreiwung
AUSSCHWAIFEND1,ausschwäifend
AUSSCHWATZEN1,ausschwätzen
AUSSCHWENKEN1,ausschwenken
AUSSEMINISTER1,Ausseminister
AUSSEMINISTERE1,Ausseministère
AUSSEMINISTERIN1,Ausseministerin
AUSSEMINISTESCH1,Ausseministesch
AUSSENDENGSCHT1,Aussendéngscht
AUSSENHANDEL1,Aussenhandel
AUSSENNEREN1,aussënneren
AUSSENSEITER1,Aussenseiter
AUSSEPOLITIK1,Aussepolitik
AUSSER1,ausser
AUSSER2,ausser
AUSSERDEEM1,ausserdeem
AUSSEREN1,äusseren
AUSSERGEWEINLECH1,aussergewéinlech
AUSSERHALBVUN1,ausserhalb_vun
AUSSERIERDESCH1,ausserierdesch
AUSSERLECH1,äusserlech
AUSSERSCHOULESCH1,ausserschoulesch
AUSSERST1,äusserst
AUSSERUERDENTLECH1,ausseruerdentlech
AUSSERUNG1,Äusserung
AUSSESAITER1,Aussesäiter
AUSSESAITERIN1,Aussesäiterin
AUSSETZEN1,aussetzen
AUSSEWELT1,Aussewelt
AUSSICHEN1,aussichen
AUSSIICHT1,Aussiicht
AUSSIICHTSPUNKT1,Aussiichtspunkt
AUSSO1,Ausso
AUSSOEN1,aussoen
AUSSORTEIEREN1,aussortéieren
AUSSPANEN1,ausspanen
AUSSPAREN1,ausspären
AUSSPILLEN1,ausspillen
AUSSPIONEIEREN1,ausspionéieren
AUSSPREEDEN1,ausspreeden
AUSSPREEEN1,ausspreeën
AUSSPROOCH1,Aussprooch
AUSSPULLEN1,ausspullen
AUSSTAFFEIEREN1,ausstafféieren
AUSSTELLEN1,ausstellen
AUSSTELLER1,Aussteller
AUSSTELLERIN1,Ausstellerin
AUSSTELLUNG1,Ausstellung
AUSSTELLUNGSHAL1,Ausstellungshal
AUSSTIERWEN1,ausstierwen
AUSSTIG1,Ausstig
AUSSTOEN1,ausstoen
AUSSTOUSSEN1,ausstoussen
AUSSTRAHLEN1,ausstrahlen
AUSSTRAHLUNG1,Ausstrahlung
AUSSTRAICHEN1,aussträichen
AUSSTRALEN1,ausstralen
AUSSTRALUNG1,Ausstralung
AUSSTRECKEN1,ausstrecken
AUSSUCKELEN1,aussuckelen
AUSTAUSCH1,Austausch
AUSTAUSCHEN1,austauschen
AUSTER1,Auster
AUSTIPPEN1,austippen
AUSTOBEN1,austoben
AUSTRALESCH1,australesch
AUSTRALIEN1,Australien
AUSTRALIER1,Australier
AUSTRALIERIN1,Australierin
AUSTRETT1,Austrëtt
AUSTRICKSEN1,austricksen
AUSTRIEDEN1,austrieden
AUSUBEN1,ausüben
AUSVERKAF1,Ausverkaf
AUSVERKAFEN1,ausverkafen
AUSWAERTEG1,auswäerteg
AUSWAERTEN1,auswäerten
AUSWAERTS1,auswäerts
AUSWAERTUNG1,Auswäertung
AUSWAICHEN1,auswäichen
AUSWANDEREN1,auswanderen
AUSWANDERER1,Auswanderer
AUSWANDERIN1,Auswanderin
AUSWANDERUNG1,Auswanderung
AUSWASCHEN1,auswäschen
AUSWEE1,Auswee
AUSWEISEN1,ausweisen
AUSWEISUNG1,Ausweisung
AUSWENNEG1,auswenneg
AUSWERFEN1,auswerfen
AUSWESCHEN1,auswëschen
AUSWIEL1,Auswiel
AUSWIELEN1,auswielen
AUSWIERKEN1,auswierken
AUSWIERKUNG1,Auswierkung
AUSWIESSELEN1,auswiesselen
AUSZEECHNEN1,auszeechnen
AUSZEECHNUNG1,Auszeechnung
AUSZIELEN1,auszielen
AUSZIELUNG1,Auszielung
AUSZOCH1,Auszoch
AUSZORTEIEREN1,auszortéieren
AUSZUCH1,Auszuch
AUTEUR1,Auteur
AUTHENTESCH1,authentesch
AUTISMUS1,Autismus
AUTIST1,Autist
AUTISTESCH1,autistesch
AUTISTIN1,Autistin
AUTO1,Auto
AUTOBIOGRAFIE1,Autobiografie
AUTOBIOGRAPHIE1,Autobiographie
AUTOBUNN1,Autobunn
AUTOBUNNSBRECK1,Autobunnsbréck
AUTOBUNNSPROJET1,Autobunnsprojet
AUTOBUS1,Autobus
AUTOCOLLANT1,Autocollant
AUTOFRAI1,autofräi
AUTOGRAMM1,Autogramm
AUTOIMMUNERKRANKUNG1,Autoimmunerkrankung
AUTOIMMUNKRANKHEET1,Autoimmunkrankheet
AUTOIMMUNREAKTIOUN1,Autoimmunreaktioun
AUTOMAT1,Automat
AUTOMATESCH1,automatesch
AUTOMATIK1,Automatik
AUTOMATISATIOUN1,Automatisatioun
AUTOMATISEIEREN1,automatiséieren
AUTOMATISEIERUNG1,Automatiséierung
AUTOMATISMUS1,Automatismus
AUTOMOBILINDUSTRIE1,Automobilindustrie
AUTOMOBILIST1,Automobilist
AUTOMOBILISTIN1,Automobilistin
AUTONOM1,autonom
AUTONOMIE1,Autonomie
AUTOPSIE1,Autopsie
AUTORIN1,Autorin
AUTORISATIOUN1,Autorisatioun
AUTORISEIEREN1,autoriséieren
AUTORITAR1,autoritär
AUTORITEIT1,Autoritéit
AUTOSACCIDENT1,Autosaccident
AUTOSASSURANCE1,Autosassurance
AUTOSCOURSE1,Autoscourse
AUTOSDIER1,Autosdier
AUTOSFENSTER1,Autosfënster
AUTOSFESTIVAL2,Autosfestival
AUTOSFUHRERSCHAIN1,Autosführerschäin
AUTOSGURT1,Autosgurt
AUTOSKOLONN1,Autoskolonn
AUTOSMARK1,Autosmark
AUTOSMODELL1,Autosmodell
AUTOSPLACK1,Autosplack
AUTOSPRODUKTIOUN1,Autosproduktioun
AUTOSSAMMLUNG1,Autossammlung
AUTOSSCHLESSEL1,Autosschlëssel
AUTOSSETZ1,Autossëtz
AUTOSTOPP1,Autostopp
